0Uplink verified	523545\
begun a	221998\
begun and	118397\
begun by	164295\
begun in	510804\
begun on	129120\
begun the	190500\
begun to	2461733\
begun with	650954\
behalf and	217022\
behalf by	142120\
behalf of	12260134\
behalf to	134413\
behalf up	3780505\
behave as	308943\
behave differently	102537\
behave in	429101\
behave like	301726\
behave more	154543\
behaves as	150035\
behaves like	153762\
behavior and	1502358\
behavior are	135352\
behavior as	235696\
behavior at	155857\
behavior by	225934\
behavior can	185300\
behavior change	159577\
behavior for	279460\
behavior from	126080\
behavior has	113651\
behavior in	1117309\
behavior is	1111743\
behavior may	102424\
behavior modification	113169\
behavior of	3437235\
behavior on	228852\
behavior or	264562\
behavior problems	177783\
behavior that	487962\
behavior to	310759\
behavior was	187393\
behavior when	121198\
behavior will	113511\
behavior with	209025\
behavioral and	233805\
behavioral health	273374\
behavioral problems	170032\
behavioral sciences	117076\
behavioral therapy	101330\
behaviors and	358777\
behaviors are	149986\
behaviors in	169229\
behaviors of	255783\
behaviors that	315769\
behaviour and	840808\
behaviour as	102408\
behaviour by	112096\
behaviour for	111989\
behaviour in	573981\
behaviour is	505524\
behaviour of	1825628\
behaviour on	118066\
behaviour that	173718\
behaviour to	139417\
behaviours and	126871\
beheld the	107834\
behest of	182877\
behind a	1991690\
behind all	229837\
behind an	193063\
behind and	520715\
behind as	126650\
behind bars	343225\
behind by	241259\
behind closed	258397\
behind each	126796\
behind every	164878\
behind for	106071\
behind her	927398\
behind him	1227712\
behind his	612865\
behind in	636517\
behind it	1279558\
behind its	156516\
behind me	988074\
behind my	382682\
behind on	246036\
behind one	104639\
behind our	309435\
behind over	120167\
behind schedule	172787\
behind some	141131\
behind that	322429\
behind the	12829234\
behind their	451739\
behind them	1048988\
behind these	289960\
behind this	959811\
behind those	125554\
behind to	222415\
behind us	583571\
behind with	139177\
behind you	670299\
behind your	392834\
behold the	157695\
beholden to	123582\
bei der	169497\
bei dooyoo	126079\
being a	12683215\
being able	5050357\
being about	195106\
being abused	199694\
being accepted	380828\
being accessed	101962\
being accused	138767\
being achieved	161787\
being acquired	114851\
being active	115160\
being actively	103534\
being added	696257\
being addressed	424279\
being admitted	119463\
being adopted	170560\
being advertised	117793\
being affected	168795\
being afraid	105699\
being alive	124975\
being all	191346\
being allowed	321496\
being alone	207488\
being among	106816\
being an	2245166\
being and	849287\
being applied	432176\
being appointed	128321\
being around	231938\
being arrested	172487\
being as	504155\
being asked	853312\
being assessed	157265\
being assigned	138745\
being associated	113539\
being at	945268\
being attacked	270112\
being available	271662\
being awarded	221014\
being aware	249047\
being away	157413\
being back	104888\
being based	137920\
being beaten	130455\
being better	112492\
being blocked	112397\
being blown	103673\
being born	327087\
being both	132509\
being broken	135282\
being brought	380614\
being built	814198\
being by	155571\
being called	793399\
being careful	166483\
being carried	734204\
being caught	309029\
being challenged	171442\
being changed	175887\
being charged	507483\
being chased	120312\
being close	118148\
being closed	158124\
being collected	230654\
being committed	141586\
being compared	126224\
being completed	172450\
being completely	171484\
being conducted	707347\
being connected	154465\
being considered	1149151\
being constructed	220230\
being controlled	109674\
being converted	149030\
being covered	148294\
being created	495656\
being cut	228414\
being dealt	116292\
being debated	110589\
being defined	171782\
being delivered	327067\
being denied	194188\
being deployed	137100\
being described	159592\
being designed	205965\
being destroyed	193178\
being determined	113528\
being developed	1750279\
being diagnosed	110007\
being different	138554\
being directed	134418\
being discovered	108078\
being discussed	507672\
being displayed	342475\
being distributed	226051\
being done	1694694\
being drafted	105785\
being dragged	119197\
being drawn	242824\
being driven	332696\
being dropped	140558\
being either	121588\
being elected	153666\
being employed	182080\
being encouraged	116107\
being equal	293272\
being established	238629\
being evaluated	272824\
being examined	180993\
being excellent	120269\
being executed	170945\
being exploited	102724\
being explored	132052\
being exposed	261177\
being extended	116519\
being fed	163934\
being filed	108473\
being filled	164362\
being fired	160904\
being first	110527\
being fixed	103354\
being followed	231000\
being for	221130\
being forced	579109\
being formed	204918\
being forwarded	103894\
being found	287628\
being free	146245\
being from	246075\
being fucked	172745\
being fully	193534\
being funded	145352\
being gay	196901\
being generated	209444\
being given	931274\
being good	230936\
being granted	153809\
being handled	185202\
being happy	112243\
being heard	193219\
being held	1884601\
being here	376291\
being his	137096\
being hit	265527\
being home	100667\
being honest	178544\
being hosted	108666\
being human	134221\
being identified	148853\
being ignored	188736\
being implemented	589515\
being in	4108179\
being included	213112\
being incorporated	104469\
being informed	171362\
being installed	267702\
being interviewed	171949\
being introduced	370036\
being investigated	394275\
being invited	136863\
being involved	441740\
being is	424984\
being issued	222903\
being just	244700\
being kept	254813\
being killed	332757\
being laid	137573\
being late	112694\
being launched	140467\
being led	205402\
being left	349775\
being less	204353\
being like	135610\
being limited	105000\
being linked	115586\
being listed	161493\
being loaded	154833\
being located	131262\
being looked	148552\
being lost	289664\
being made	2920856\
being maintained	168554\
being managed	150355\
being marketed	100946\
being married	155069\
being measured	149209\
being met	404989\
being monitored	193938\
being more	1079156\
being moved	290342\
being much	141372\
being my	255387\
being named	245379\
being nice	115083\
being no	474129\
being non	160782\
being not	174876\
being notified	114806\
being observed	123172\
being of	2285777\
being offered	1101344\
being on	1436851\
being one	922374\
being only	206910\
being open	168705\
being opened	127526\
being operated	130505\
being or	170584\
being organized	126039\
being our	127881\
being out	383491\
being over	192284\
being overly	108327\
being paid	674333\
being part	657877\
being passed	300375\
being performed	430564\
being phased	113346\
being picked	148534\
being placed	518028\
being planned	341866\
being played	485893\
being poor	177267\
being posted	201892\
being prepared	568213\
being present	243096\
being presented	327469\
being printed	111049\
being processed	863647\
being produced	403259\
being promoted	195798\
being properly	115104\
being proposed	297721\
being protected	321380\
being provided	721738\
being published	335469\
being pulled	204505\
being punished	121097\
being purchased	121969\
being pursued	220086\
being pushed	256012\
being put	727036\
being questioned	134824\
being quite	146804\
being raised	274549\
being raped	143156\
being re	205527\
being read	270741\
being really	113517\
being received	251485\
being recognized	183714\
being recorded	187582\
being reduced	137063\
being referred	169741\
being registered	133528\
being rejected	114870\
being released	536783\
being removed	343828\
being replaced	383614\
being reported	307577\
being represented	115171\
being requested	210615\
being required	207974\
being responsible	205624\
being returned	255842\
being reviewed	485815\
being revised	110674\
being right	129417\
being run	423871\
being said	889889\
being satisfied	105144\
being saved	136151\
being searched	101365\
being seen	406345\
being selected	184986\
being sent	1019469\
being served	382543\
being set	523007\
being shared	110036\
being shipped	255766\
being shot	248519\
being shown	320737\
being sick	145433\
being so	1206174\
being sold	855194\
being sought	349501\
being spent	283646\
being stored	198094\
being struck	119032\
being stuck	122560\
being studied	330037\
being subject	140194\
being subjected	149603\
being submitted	200484\
being successful	128513\
being such	271627\
being sued	194837\
being supplied	132798\
being supported	175718\
being taken	1441527\
being targeted	149967\
being taught	398206\
being tested	567116\
being that	1179284\
being the	7734242\
being there	639151\
being threatened	133526\
being thrown	251886\
being tied	108978\
being to	556379\
being told	661865\
being too	749857\
being tops	122519\
being totally	116964\
being trained	176783\
being transferred	302931\
being transmitted	160532\
being transported	175864\
being treated	791836\
being tried	105131\
being true	137278\
being turned	219507\
being unable	282879\
being under	212456\
being undertaken	424271\
being up	124532\
being updated	457013\
being upgraded	115321\
being used	5657413\
being utilized	132722\
being very	649909\
being viewed	142655\
being watched	207565\
being well	208683\
being what	162209\
being who	218413\
being willing	103305\
being with	633678\
being within	109790\
being without	100012\
being worked	304414\
being worn	123912\
being written	383477\
being your	150081\
beings and	287700\
beings are	325134\
beings have	140143\
beings in	179862\
beings to	148822\
beings who	171950\
beirut israel	112642\
belgium belgrade	115209\
belgrade bristol	114244\
belief and	335310\
belief in	1717547\
belief is	404012\
belief of	251533\
belief or	120777\
belief system	298721\
belief systems	207370\
belief that	3246462\
beliefs about	422061\
beliefs and	1064613\
beliefs are	254055\
beliefs in	198685\
beliefs of	424357\
beliefs on	102184\
beliefs or	127143\
beliefs that	254279\
believe a	582989\
believe all	226816\
believe and	322926\
believe any	140002\
believe anything	122565\
believe are	285151\
believe everything	135027\
believe he	775987\
believe her	145955\
believe him	234830\
believe his	173084\
believe how	459217\
believe if	108561\
believe in	6458530\
believe is	687782\
believe it	5200517\
